id,title,state,agency,source,source_url,document_url,document_type,due_date,posted_date,last_checked_at,last_updated_at,budget_estimate,eligibility,eligibility_reason,fit_score,ai_recommendation,status,program_focus,keywords_matched,risks,summary
medicaid-197a420c-9b82-5108-b9ba-c2bf27da20c6,Scorecard pillar v3.9.72 (CMS Development),Federal,Centers for Medicare and Medicaid Services,data.medicaid.gov Catalog API,https://data.medicaid.gov/api/1/metastore/schemas/dataset/items,https://download.medicaid.gov/data/scorecard/3.9.72/20260713/pillar.csv,Dataset update,,2026-07-15,2026-07-23T22:01:38Z,2026-07-23T22:01:38Z,0,Review Needed,Public update; review source document for vendor relevance.,48,Review,Unreviewed,Medicaid;CMS/Medicare,CMS;medicaid;medicare,"Budget not explicitly stated;Informational signal, not a direct procurement","This is a dataset created for the Medicaid Scorecard website (https://www.medicaid.gov/state-overviews/scorecard/index.html), and is not intended for use outside that application."
medicaid-942d804c-6c1d-5912-a61f-08d42927ee9b,Scorecard state v3.9.72 (CMS Development),Federal,Centers for Medicare and Medicaid Services,data.medicaid.gov Catalog API,https://data.medicaid.gov/api/1/metastore/schemas/dataset/items,https://download.medicaid.gov/data/scorecard/3.9.72/20260713/state.csv,Dataset update,,2026-07-15,2026-07-23T22:01:38Z,2026-07-23T22:01:38Z,0,Review Needed,Public update; review source document for vendor relevance.,48,Review,Unreviewed,Medicaid;CMS/Medicare,CMS;medicaid;medicare,"Budget not explicitly stated;Informational signal, not a direct procurement","This is a dataset created for the Medicaid Scorecard website (https://www.medicaid.gov/state-overviews/scorecard/index.html), and is not intended for use outside that application."
medicaid-a7145ad2-4779-506c-8823-7651a651e031,Scorecard measure_value v3.9.72 (CMS Development),Federal,Centers for Medicare and Medicaid Services,data.medicaid.gov Catalog API,https://data.medicaid.gov/api/1/metastore/schemas/dataset/items,https://download.medicaid.gov/data/scorecard/3.9.72/20260713/measure_value.csv,Dataset update,,2026-07-15,2026-07-23T22:01:38Z,2026-07-23T22:01:38Z,0,Review Needed,Public update; review source document for vendor relevance.,48,Review,Unreviewed,Medicaid;CMS/Medicare,CMS;medicaid;medicare,"Budget not explicitly stated;Informational signal, not a direct procurement","This is a dataset created for the Medicaid Scorecard website (https://www.medicaid.gov/state-overviews/scorecard/index.html), and is not intended for use outside that application."
medicaid-1632da10-d16e-57f6-8e2d-29bdd77949de,Scorecard measure v3.9.72 (CMS Development),Federal,Centers for Medicare and Medicaid Services,data.medicaid.gov Catalog API,https://data.medicaid.gov/api/1/metastore/schemas/dataset/items,https://download.medicaid.gov/data/scorecard/3.9.72/20260713/measure.csv,Dataset update,,2026-07-15,2026-07-23T22:01:38Z,2026-07-23T22:01:38Z,0,Review Needed,Public update; review source document for vendor relevance.,48,Review,Unreviewed,Medicaid;CMS/Medicare,CMS;medicaid;medicare,"Budget not explicitly stated;Informational signal, not a direct procurement","This is a dataset created for the Medicaid Scorecard website (https://www.medicaid.gov/state-overviews/scorecard/index.html), and is not intended for use outside that application."
medicaid-f2845568-e795-5d58-9c4b-a4271c9a8df4,Scorecard version v3.9.72 (CMS Development),Federal,Centers for Medicare and Medicaid Services,data.medicaid.gov Catalog API,https://data.medicaid.gov/api/1/metastore/schemas/dataset/items,https://download.medicaid.gov/data/scorecard/3.9.72/20260713/version.csv,Dataset update,,2026-07-15,2026-07-23T22:01:38Z,2026-07-23T22:01:38Z,0,Review Needed,Public update; review source document for vendor relevance.,48,Review,Unreviewed,Medicaid;CMS/Medicare,CMS;medicaid;medicare,"Budget not explicitly stated;Informational signal, not a direct procurement","This is a dataset created for the Medicaid Scorecard website (https://www.medicaid.gov/state-overviews/scorecard/index.html), and is not intended for use outside that application."
medicaid-743f9f04-4473-41e2-9da2-9a89db65ee55,MLR Summary Reports,Federal,data.medicaid.gov,data.medicaid.gov Catalog API,https://data.medicaid.gov/api/1/metastore/schemas/dataset/items,https://download.medicaid.gov/data/mlr-public-use-file-updated06262026.csv,Dataset update,,2026-06-26,2026-07-23T22:01:38Z,2026-07-23T22:01:38Z,0,Review Needed,Public update; review source document for vendor relevance.,48,Review,Unreviewed,Medicaid,eligibility;managed care;medicaid,"Budget not explicitly stated;Informational signal, not a direct procurement","The MLR Summary Reports provide plan-specific MLRs for Medicaid managed care programs. The MLR summary report data include MLRs for MCOs, PIHPs, and PAHPs submitted by states under 42 CFR § 438.74. Plan-specific data include: • Plan name • Reporting period start and end dates • Report Year • MLR numerator • MLR denominator • Member months • Adjusted MLR • Remittance amount owed by plan The report also provides: • State • Program name • Program type • Eligibility group (if applicable)"
medicaid-4723da0d-4d04-46ce-8163-e4b58c8fe728,Separate CHIP Enrollment by Month and State,Federal,data.medicaid.gov,data.medicaid.gov Catalog API,https://data.medicaid.gov/api/1/metastore/schemas/dataset/items,https://download.medicaid.gov/data/current-chip-caa-reporting-metrics-june-2026-release.csv,Dataset update,,2026-06-26,2026-07-23T22:01:38Z,2026-07-23T22:01:38Z,0,Review Needed,Public update; review source document for vendor relevance.,48,Review,Unreviewed,Medicaid,eligibility;enrollment;medicaid,"Budget not explicitly stated;Informational signal, not a direct procurement","This dataset includes total enrollment in separate CHIP (S-CHIP) programs by month and state from April 2023 forward. <p><b>Sources:</b> T-MSIS Analytic Files (TAF) and state-submitted enrollment totals. The data notes indicate when a state’s monthly total was a state-submitted value, rather than from T-MSIS.<br /> <b>Methods:</b> Enrollment includes individuals enrolled in S-CHIP at any point during the coverage month, excluding those enrolled in dental-only coverage. The S-CHIP enrollment in this report also excludes enrollees covered by Medicaid expansion CHIP, a program in which a state receives federal funding to expand Medicaid eligibility to optional targeted low-income children that..."
cms_provider-ka5z-ibe3,Inpatient Rehabilitation Facility - Conditions,Federal,Centers for Medicare & Medicaid Services (CMS),CMS Provider Data Catalog API,https://data.cms.gov/provider-data/api/1/metastore/schemas/dataset/items,https://data.cms.gov/provider-data/dataset/ka5z-ibe3,Dataset update,,2026-06-24,2026-07-23T22:01:39Z,2026-07-23T22:01:39Z,0,Review Needed,Public update; review source document for vendor relevance.,48,Review,Unreviewed,Medicaid;CMS/Medicare,CMS;medicaid;medicare,"Budget not explicitly stated;Informational signal, not a direct procurement",A list of inpatient rehabilitation facilities with data on the number of times people with Medicare who had certain medical conditions were treated in the last year.
federal_register-C1-2026-11094,Medicaid Program; Community Engagement Requirement for Certain Individuals,Federal,"Health and Human Services Department, Centers for Medicare & Medicaid Services",Federal Register API,https://www.federalregister.gov/api/v1/documents.json,https://www.federalregister.gov/documents/2026/06/29/C1-2026-11094/medicaid-program-community-engagement-requirement-for-certain-individuals,Rule,,2026-06-29,2026-07-23T22:01:38Z,2026-07-23T22:01:38Z,0,Review Needed,Public update; review source document for vendor relevance.,44,Review,Unreviewed,Medicaid;CMS/Medicare,medicaid;medicare;SPA,"Budget not explicitly stated;Policy signal, not a direct procurement","such individual on the basis that such individual does not meet the definition of applicable individual under § 435.551, including by meeting the criteria for one or more of the categories of a specified excluded individual as defined at § 435.554. (3) Continue to furnish <span class=""match"">Medicaid</span> for an enrolled beneficiary until the individual is determined ineligible consistent with § 435.930(b). (b) Defining “unable to verify” community engagement. The agency is considered to be unable to verify that an applicable individual is compliant with the requirement"
medicaid-14bc26c3-5584-4032-9175-f3a0399cb206,2025 Child and Adult Health Care Quality Measures Quality,Federal,medicaid.gov,data.medicaid.gov Catalog API,https://data.medicaid.gov/api/1/metastore/schemas/dataset/items,https://download.medicaid.gov/data/mdrp-newly-rprt-drug-07-06-2026-to-07-12-2026.csv,Dataset update,,2026-07-16,2026-07-23T22:01:38Z,2026-07-23T22:01:38Z,0,Review Needed,Public update; review source document for vendor relevance.,42,Review,Unreviewed,Medicaid;CMS/Medicare,CMS;medicaid;quality measures,"Budget not explicitly stated;Informational signal, not a direct procurement","Performance rates on publicly reported health care quality measures in the CMS Medicaid/CHIP Child and Adult Core Sets, for 2025 reporting."
federal_register-2026-13793,"Medicare Program; Announcement of the Advisory Panel on Hospital Outpatient Payment Meeting-August 24, 2026",Federal,"Health and Human Services Department, Centers for Medicare & Medicaid Services",Federal Register API,https://www.federalregister.gov/api/v1/documents.json,https://www.federalregister.gov/documents/2026/07/08/2026-13793/medicare-program-announcement-of-the-advisory-panel-on-hospital-outpatient-payment-meeting-august-24,Notice,,2026-07-08,2026-07-23T22:01:38Z,2026-07-23T22:01:38Z,0,Review Needed,Public update; review source document for vendor relevance.,42,Review,Unreviewed,Medicaid;CMS/Medicare,medicaid;medicare,"Budget not explicitly stated;Policy signal, not a direct procurement","This notice announces the virtual meeting of the Advisory Panel on Hospital Outpatient Payment (the Panel) on Monday, August 24, 2026. The purpose of the Panel is to advise the Secretary of the Department of Health and Human Services on the clinical integrity of the Ambulatory Payment Classification groups and their associated weights, which are major elements of the Medicare Hospital Outpatient Prospective Payment System and the Ambulatory Surgical Center payment system, and supervision of hospital outpatient therapeutic services. The meeting is open to the public."
federal_register-2026-12925,"Medicare Program; CY 2027 Changes to the End-Stage Renal Disease (ESRD) Prospective Payment System, Acute Kidney Injury Dialysis (AKI) Payment, and ESRD Quality Incentive Program",Federal,"Health and Human Services Department, Centers for Medicare & Medicaid Services",Federal Register API,https://www.federalregister.gov/api/v1/documents.json,https://www.federalregister.gov/documents/2026/06/26/2026-12925/medicare-program-cy-2027-changes-to-the-end-stage-renal-disease-esrd-prospective-payment-system,Proposed Rule,,2026-06-26,2026-07-23T22:01:38Z,2026-07-23T22:01:38Z,0,Review Needed,Public update; review source document for vendor relevance.,42,Review,Unreviewed,Medicaid;CMS/Medicare,medicaid;medicare,"Budget not explicitly stated;Policy signal, not a direct procurement","This proposed rule would update and revise the End-Stage Renal Disease (ESRD) Prospective Payment System for calendar year 2027. This rule also proposes to update the payment rate for renal dialysis services furnished by an ESRD facility to individuals with acute kidney injury. In addition, this rule proposes to update the requirements for the ESRD Quality Incentive Program."
medicaid-95e685aa-6e0e-51c0-b4ab-2dd1a229c18a,CoreSet pillar v3.9.80 (ETL Test),Federal,Centers for Medicare and Medicaid Services,data.medicaid.gov Catalog API,https://data.medicaid.gov/api/1/metastore/schemas/dataset/items,https://download.medicaid.gov/data/coreset-viz/3.9.80/20260722/pillar.csv,Dataset update,,2026-07-23,2026-07-23T22:01:38Z,2026-07-23T22:01:38Z,0,Review Needed,Public update; review source document for vendor relevance.,40,Review,Unreviewed,Medicaid;CMS/Medicare,medicaid;medicare,"Budget not explicitly stated;Informational signal, not a direct procurement","This is a dataset created for the Medicaid Scorecard website (https://www.medicaid.gov/state-overviews/scorecard/index.html), and is not intended for use outside that application."
medicaid-749f6075-a81d-5309-9b49-b213d4170882,CoreSet state v3.9.80 (ETL Test),Federal,Centers for Medicare and Medicaid Services,data.medicaid.gov Catalog API,https://data.medicaid.gov/api/1/metastore/schemas/dataset/items,https://download.medicaid.gov/data/coreset-viz/3.9.80/20260722/state.csv,Dataset update,,2026-07-23,2026-07-23T22:01:38Z,2026-07-23T22:01:38Z,0,Review Needed,Public update; review source document for vendor relevance.,40,Review,Unreviewed,Medicaid;CMS/Medicare,medicaid;medicare,"Budget not explicitly stated;Informational signal, not a direct procurement","This is a dataset created for the Medicaid Scorecard website (https://www.medicaid.gov/state-overviews/scorecard/index.html), and is not intended for use outside that application."
medicaid-58d9a2f4-82e2-5603-af3f-90338b11fbe7,CoreSet measure_value v3.9.80 (ETL Test),Federal,Centers for Medicare and Medicaid Services,data.medicaid.gov Catalog API,https://data.medicaid.gov/api/1/metastore/schemas/dataset/items,https://download.medicaid.gov/data/coreset-viz/3.9.80/20260722/measure_value.csv,Dataset update,,2026-07-23,2026-07-23T22:01:38Z,2026-07-23T22:01:38Z,0,Review Needed,Public update; review source document for vendor relevance.,40,Review,Unreviewed,Medicaid;CMS/Medicare,medicaid;medicare,"Budget not explicitly stated;Informational signal, not a direct procurement","This is a dataset created for the Medicaid Scorecard website (https://www.medicaid.gov/state-overviews/scorecard/index.html), and is not intended for use outside that application."
medicaid-fbf6f052-37cf-5512-914c-f732124a7a99,CoreSet measure v3.9.80 (ETL Test),Federal,Centers for Medicare and Medicaid Services,data.medicaid.gov Catalog API,https://data.medicaid.gov/api/1/metastore/schemas/dataset/items,https://download.medicaid.gov/data/coreset-viz/3.9.80/20260722/measure.csv,Dataset update,,2026-07-23,2026-07-23T22:01:38Z,2026-07-23T22:01:38Z,0,Review Needed,Public update; review source document for vendor relevance.,40,Review,Unreviewed,Medicaid;CMS/Medicare,medicaid;medicare,"Budget not explicitly stated;Informational signal, not a direct procurement","This is a dataset created for the Medicaid Scorecard website (https://www.medicaid.gov/state-overviews/scorecard/index.html), and is not intended for use outside that application."
medicaid-8f705c5d-9b20-548a-bb44-849d2839aa91,CoreSet version v3.9.80 (ETL Test),Federal,Centers for Medicare and Medicaid Services,data.medicaid.gov Catalog API,https://data.medicaid.gov/api/1/metastore/schemas/dataset/items,https://download.medicaid.gov/data/coreset-viz/3.9.80/20260722/version.csv,Dataset update,,2026-07-23,2026-07-23T22:01:38Z,2026-07-23T22:01:38Z,0,Review Needed,Public update; review source document for vendor relevance.,40,Review,Unreviewed,Medicaid;CMS/Medicare,medicaid;medicare,"Budget not explicitly stated;Informational signal, not a direct procurement","This is a dataset created for the Medicaid Scorecard website (https://www.medicaid.gov/state-overviews/scorecard/index.html), and is not intended for use outside that application."
medicaid-a7c8e38d-baa6-5f37-b1ce-5ce1a55a36e7,Scorecard pillar v3.9.79 (ETL Test),Federal,Centers for Medicare and Medicaid Services,data.medicaid.gov Catalog API,https://data.medicaid.gov/api/1/metastore/schemas/dataset/items,https://download.medicaid.gov/data/scorecard/3.9.79/20260626/pillar.csv,Dataset update,,2026-07-21,2026-07-23T22:01:38Z,2026-07-23T22:01:38Z,0,Review Needed,Public update; review source document for vendor relevance.,40,Review,Unreviewed,Medicaid;CMS/Medicare,medicaid;medicare,"Budget not explicitly stated;Informational signal, not a direct procurement","This is a dataset created for the Medicaid Scorecard website (https://www.medicaid.gov/state-overviews/scorecard/index.html), and is not intended for use outside that application."
medicaid-7a2f3f40-7955-5018-be8a-9bc3347fd05c,Scorecard state v3.9.79 (ETL Test),Federal,Centers for Medicare and Medicaid Services,data.medicaid.gov Catalog API,https://data.medicaid.gov/api/1/metastore/schemas/dataset/items,https://download.medicaid.gov/data/scorecard/3.9.79/20260626/state.csv,Dataset update,,2026-07-21,2026-07-23T22:01:38Z,2026-07-23T22:01:38Z,0,Review Needed,Public update; review source document for vendor relevance.,40,Review,Unreviewed,Medicaid;CMS/Medicare,medicaid;medicare,"Budget not explicitly stated;Informational signal, not a direct procurement","This is a dataset created for the Medicaid Scorecard website (https://www.medicaid.gov/state-overviews/scorecard/index.html), and is not intended for use outside that application."
medicaid-9dcfc4fd-2d71-55fc-bd59-7b7524186c88,Scorecard measure_value v3.9.79 (ETL Test),Federal,Centers for Medicare and Medicaid Services,data.medicaid.gov Catalog API,https://data.medicaid.gov/api/1/metastore/schemas/dataset/items,https://download.medicaid.gov/data/scorecard/3.9.79/20260626/measure_value.csv,Dataset update,,2026-07-21,2026-07-23T22:01:38Z,2026-07-23T22:01:38Z,0,Review Needed,Public update; review source document for vendor relevance.,40,Review,Unreviewed,Medicaid;CMS/Medicare,medicaid;medicare,"Budget not explicitly stated;Informational signal, not a direct procurement","This is a dataset created for the Medicaid Scorecard website (https://www.medicaid.gov/state-overviews/scorecard/index.html), and is not intended for use outside that application."
medicaid-0833a46e-3155-5b38-a029-2d05abe6721c,Scorecard measure v3.9.79 (ETL Test),Federal,Centers for Medicare and Medicaid Services,data.medicaid.gov Catalog API,https://data.medicaid.gov/api/1/metastore/schemas/dataset/items,https://download.medicaid.gov/data/scorecard/3.9.79/20260626/measure.csv,Dataset update,,2026-07-21,2026-07-23T22:01:38Z,2026-07-23T22:01:38Z,0,Review Needed,Public update; review source document for vendor relevance.,40,Review,Unreviewed,Medicaid;CMS/Medicare,medicaid;medicare,"Budget not explicitly stated;Informational signal, not a direct procurement","This is a dataset created for the Medicaid Scorecard website (https://www.medicaid.gov/state-overviews/scorecard/index.html), and is not intended for use outside that application."
medicaid-0e155159-225c-538f-b3c7-641b965c0fb9,Scorecard version v3.9.79 (ETL Test),Federal,Centers for Medicare and Medicaid Services,data.medicaid.gov Catalog API,https://data.medicaid.gov/api/1/metastore/schemas/dataset/items,https://download.medicaid.gov/data/scorecard/3.9.79/20260626/version.csv,Dataset update,,2026-07-21,2026-07-23T22:01:38Z,2026-07-23T22:01:38Z,0,Review Needed,Public update; review source document for vendor relevance.,40,Review,Unreviewed,Medicaid;CMS/Medicare,medicaid;medicare,"Budget not explicitly stated;Informational signal, not a direct procurement","This is a dataset created for the Medicaid Scorecard website (https://www.medicaid.gov/state-overviews/scorecard/index.html), and is not intended for use outside that application."
cms_provider-ct36-nrcq,Medical Equipment Suppliers,Federal,data.medicare.gov,CMS Provider Data Catalog API,https://data.cms.gov/provider-data/api/1/metastore/schemas/dataset/items,https://data.cms.gov/provider-data/dataset/ct36-nrcq,Dataset update,,2026-07-19,2026-07-23T22:01:39Z,2026-07-23T22:01:39Z,0,Review Needed,Public update; review source document for vendor relevance.,28,Review,Unreviewed,CMS/Medicare,medicare,"Budget not explicitly stated;Informational signal, not a direct procurement",A list of Suppliers that indicates the supplies carried at that location and the supplier's Medicare participation status.
